userName,skor,at,text,cleaned_text
anggun prasetya,neutral,2023-07-27 08:40:00,hapus akun shopee nama nomor hp pakai paket palsu yg pesan sdh 2x yg alami jadi nomor resi pake 1 2 isi pesan alamat bayar yg beda bayar nya cod tolong ketat yg buka toko shopee,hapus akun shopee nama nomor hp pakai paket palsu yg pesan sdh x yg alami nomor resi pake isi pesan alamat bayar yg beda bayar nya cod tolong ketat yg buka toko shopee
Nizmah Aisyah,neutral,2023-07-26 16:36:00,hp direset login shopee masuk password butuh scan qr code hp terinstall gimana scannya hp direset,hp direset login shopee masuk password butuh scan qr code hp terinstall gimana scannya hp direset
Khusnul khotimah,positive,2023-07-26 07:45:00,shopee mudah beli fitur cod non cod banget voucher ,shopee mudah beli fitur cod non cod banget voucher
Ayuuk Viirel,negative,2023-07-26 01:50:00,tolong shopee baik sistem salah ekspedisi customer yg nanggung ya paket dibalikin jual kurir sistem cod yg nonaktif koin shopee gadibalikin yg cancel order si kurir gimana sii,tolong shopee sistem salah ekspedisi customer yg nanggung ya paket dibalikin jual kurir sistem cod yg nonaktif koin shopee gadibalikin yg cancel order si kurir gimana sii
Muh Farrel,negative,2023-07-26 00:38:00,sy ganti hp ga login akun scan code gimana scannya hp yg login rusak sy belanja shopee bikin akun akun sy dishopee lupa akun shopee pakai nomor gmailnya yg daftar  sy sulit sistem aman shopee yg ulas ulas balas hai kak mohon maaf kendala solusi bantu riset bantu login,sy ganti hp ga login akun scan code gimana scannya hp yg login rusak sy belanja shopee bikin akun akun sy dishopee lupa akun shopee pakai nomor gmailnya yg daftar sy sulit sistem aman shopee yg ulas ulas balas hai kak mohon maaf kendala solusi bantu riset bantu login
Charly Handani,positive,2023-07-26 00:18:00,payah shopee udah ongkir mahal kirim lot parah nya cod alamat tuju nya aja cod ,payah shopee udah ongkir mahal kirim lot parah nya cod alamat tuju nya aja cod
Ariew Siahaan,positive,2023-07-25 07:17:00,mohon jasa kurir belagu biasa telpon ya jam kerja klarifikasi paket cod sore jam 5 bintang shope kasi 5 kurir baik,mohon jasa kurir belagu telpon ya jam kerja klarifikasi paket cod sore jam bintang shope kasi kurir
komang yudistira,negative,2023-07-25 06:45:00,belanja shopee pakai cod aman aja order kembali jual kirim lokasi aneh nonaktif cod salah aplikasi sukasuka sendiri bintang 1 aja emosi tp aplikasi ahhh ya,belanja shopee pakai cod aman aja order jual kirim lokasi aneh nonaktif cod salah aplikasi sukasuka bintang aja emosi tp aplikasi ahhh ya
Sumardi Sang,positive,2023-07-25 03:57:00,mantap shopee belanja perdana gratis ongkir cod gak toko belah promo codnya pilih pilih daerah kota maju shopee ,mantap shopee belanja perdana gratis ongkir cod gak toko belah promo codnya pilih pilih daerah kota maju shopee
Aang Andriansyah,negative,2023-07-24 23:41:00,yg d benah sih 1 toko toko yg kirim sesuai mesti kena ban 2 toko yg tanggung kirim mesti ingat tegur langgan tunggu kecewa langgan 3 toko yg bayar shopee cod d utama shopeepay bayar shopeepay lunas keluh d muat,yg d benah sih toko toko yg kirim sesuai mesti kena ban toko yg tanggung kirim mesti tegur langgan tunggu kecewa langgan toko yg bayar shopee cod d utama shopeepay bayar shopeepay lunas keluh d muat
Iman Zidni,negative,2023-07-24 17:08:00,nggak shope nya pake voucher baday jelas nya udah gue pake shopepay saldo gue beli butuh nggak pake shopepay eh suruh ganti cod dah capek kecewa banget shopeee nggak ngerti gue,nggak shope nya pake voucher baday nya udah gue pake shopepay saldo gue beli butuh nggak pake shopepay eh suruh ganti cod dah capek kecewa banget shopeee nggak ngerti gue
Adi Susanto,positive,2023-07-24 16:03:00,shopee keren apa cod bayar tempat kirim suka jaring atow yg bikin lot loding tpi kirim oke,shopee keren cod bayar kirim suka jaring atow yg bikin lot loding tpi kirim oke
IRVAN KURNIAWAN,negative,2023-07-24 15:47:00,posisi ganti hp dah bemer password nya eh gabisa log in ulang hp scan barcode hp matot hadeh mo login aja susah bener sandi no hp dah bener ,posisi ganti hp dah bemer password nya eh gabisa log in ulang hp scan barcode hp matot hadeh mo login aja susah bener sandi no hp dah bener
Kasiandi Syahputra,negative,2023-07-24 07:44:00,nih sistem bayar cod shope harga beda ya kalo dah nyampe barang kemarin pesan barang harga total nya 60 ribu barang udah sampe kurir bilang 63 ribu daftar harga tera kemas paket 60 ribu tolong shope kalo sistem bayar gak udah sampe barang tegasin kurir kurir kasi bawa uang pas pas,nih sistem bayar cod shope harga beda ya kalo dah nyampe barang kemarin pesan barang harga total nya ribu barang udah sampe kurir bilang ribu daftar harga tera kemas paket ribu tolong shope kalo sistem bayar gak udah sampe barang tegasin kurir kurir kasi bawa uang pas pas
Gedearii,negative,2023-07-23 16:01:00,knp ya paket d batalin scara otomatis tarang batal otomatis sistem shopee dh rugi vocher fitur cod blok garapaket gagal dateng ga batalin aneh bgttt pdhl sblmnya ga pernh skrg mlah bkin rugi cocok banget shopee kasi bintang 1,knp ya paket d batalin scara otomatis tarang batal otomatis sistem shopee dh rugi vocher fitur cod blok garapaket gagal dateng ga batalin aneh bgttt pdhl sblmnya ga pernh skrg mlah bkin rugi cocok banget shopee kasi bintang
Rosa Sukarso,positive,2023-07-23 06:11:00,jd belanja krn dpt voucher rata sellernya amanah hrg saing sma belah cod ,jd belanja krn dpt voucher sellernya amanah hrg saing sma belah cod
Alinda Nova,negative,2023-07-22 13:33:00,sinyal udah lancar nih apk lot banget ken gw banting saking kesel bacod ah tlol uninstall aja,sinyal udah lancar nih apk lot banget ken gw banting saking kesel bacod ah tlol uninstall aja
Teuku Ziadurrahman,negative,2023-07-22 09:24:00,tolong shopee toko razalafashion12 sya cod barang yg tidk sesuai pesan pesan mukena baju kotor pesan barang shopee kapok belanja shopee lage klu nak tipu gin oknum tanggung,tolong shopee toko razalafashion sya cod barang yg tidk sesuai pesan pesan mukena baju kotor pesan barang shopee kapok belanja shopee lage klu nak tipu gin oknum tanggung
Gek Ika,positive,2023-07-22 06:43:00,shoppe yak kalo udah bayar duluan kadang ngaco paket dateng kadang transit paket kirim jakarta bal transit padang  ga ngeerti beda kalo cod cepet sampe rumah,shoppe yak kalo udah bayar duluan kadang ngaco paket dateng kadang transit paket kirim jakarta bal transit padang ga ngeerti beda kalo cod cepet sampe rumah
cinta vera,negative,2023-07-22 05:24:00,kali pake shopee trus nyoba belanja free ongkir cod pas co bilang akun gw curiga kalo tetep blokir sumpah gak ngerti download ni aplikasi pas order aneh,kali pake shopee trus nyoba belanja free ongkir cod pas co bilang akun gw curiga kalo tetep blokir sumpah gak ngerti download ni aplikasi pas order aneh
Jusuf Usman,positive,2023-07-22 01:20:00,kualitas barang lumayan cod lambat kirim,kualitas barang lumayan cod lambat kirim
Yeny Helmy alaydrus,negative,2023-07-22 01:01:00,dear shopeesaya senang mitra dg shopeetapi plis tolooong bgt henti kerja dg jt fitur cod nya jt amanahkurir nya ngawur tingkat hasil terima paket 10 yg 90 hilang mana pakai jt cod cust paling mp cari yg amanahtolong cari solusi ekspedisi yg amanahcapek masuk komplenan cust karna paket tuju,dear shopeesaya senang mitra dg shopeetapi plis tolooong bgt henti kerja dg jt fitur cod nya jt amanahkurir nya ngawur tingkat hasil terima paket yg hilang pakai jt cod cust mp cari yg amanahtolong cari solusi ekspedisi yg amanahcapek masuk komplenan cust karna paket tuju
gaming p,positive,2023-07-21 11:41:00,belanja lalau aplikasi shopee yg sya heran beli barang barang sya terima tpi kirim nya barang nya hilang kadang2 lambat cod tiba2 aja batal paket ,belanja lalau aplikasi shopee yg sya heran beli barang barang sya terima tpi kirim nya barang nya hilang kadang lambat cod aja batal paket
BulBin,neutral,2023-07-21 10:53:00,rim hemat ya kemaren coba yg hemat cepet sih cmn pas ya banget si saran aja ya kak shopee moga cepat lgi yah 56hari udh nyampe kalo reguler udh bagus bnget karna emang secpat saran kurir ngelebihin biaya pas cod kasi sanksi jg kasi tip eh dilebihin duluan hehe makas kak shopee moga saran ku terima dngn baikkk,rim hemat ya kemaren coba yg hemat cepet sih cmn pas ya banget si saran aja ya kak shopee moga cepat lgi yah udh nyampe kalo reguler udh bagus bnget karna emang secpat saran kurir ngelebihin biaya pas cod kasi sanksi jg kasi tip eh dilebihin duluan hehe makas kak shopee moga saran ku terima dngn baikkk
Cut Nadya,negative,2023-07-21 06:55:00,langgan shopee 2019 kurir nya aneh pesan gaada kirim rumah batal alas beli tolak pesan lapor jg susah sistem shopee 3x batalin cod akun gabisa cod 3 mohon bijak cantum nomor kurir nya gampang menghbungi kurir kurir hubung,langgan shopee kurir nya aneh pesan gaada kirim rumah batal alas beli tolak pesan lapor jg susah sistem shopee x batalin cod akun gabisa cod mohon bijak cantum nomor kurir nya gampang menghbungi kurir kurir hubung
MOHAMMAD Aksan,negative,2023-07-21 04:10:00,gajelas shopee lot pake wifi jaring lancar lancar aja cuman bayar aja susah lot barang yg gak cod gilir gak cod suruh verivikasi wajah udah diturutin verivikasi wajah tetep gak alasanya cobalagi udah lot trs cuman cekout aja susah ribet paan nyusahin orang aja gajelas ,gajelas shopee lot pake wifi jaring lancar lancar aja cuman bayar aja susah lot barang yg gak cod gilir gak cod suruh verivikasi wajah udah diturutin verivikasi wajah tetep gak alasanya cobalagi udah lot trs cuman cekout aja susah ribet paan nyusahin orang aja gajelas
Trananda mulya,neutral,2023-07-20 23:39:00,moga depan jaring nya buffering khusus abg kurir nya kerja yg profesional 3 kali batal pesan cod alas yg alhasilbarang order kembali jual,moga jaring nya buffering khusus abg kurir nya kerja yg profesional kali batal pesan cod alas yg alhasilbarang order jual
Sonia W,positive,2023-07-20 14:34:00,ecommerce shopee ga pelit ongkirnya cod agen shopee express behh murah baik aplikasi oren,ecommerce shopee ga pelit ongkirnya cod agen shopee express behh murah aplikasi oren
Andriyani Nada,negative,2023-07-20 14:24:00,tolong kaya bayar cod gausah biaya tangan biaya layan banyak biaya bayar 50 60 banget pantes aja ratingnya rendah rate lz,tolong kaya bayar cod gausah biaya tangan biaya layan biaya bayar banget pantes aja ratingnya rendah rate lz
AQJ,negative,2023-07-20 12:00:00,tiba2 cod blokir shopee bukti barang yg beli sesuai retur karna barang sesuai terima kasih moga tingkat,cod blokir shopee bukti barang yg beli sesuai retur karna barang sesuai terima kasih moga tingkat
A Sutisna,negative,2023-07-20 09:26:00,sopi bela tipu tgl 10 order toko caht respon batal tgl 11 ajuin komplain shopi balesan tgl 13 paket cod keluarga an nama otomatis tolak keluarga belanja cod tgl 14 pake yg pesan pross kurir aju ambil tolak alesan bukti rentan aja udah 4 tunda,sopi bela tipu tgl order toko caht respon batal tgl ajuin komplain shopi balesan tgl paket cod keluarga an nama otomatis tolak keluarga belanja cod tgl pake yg pesan pross kurir aju ambil tolak alesan bukti rentan aja udah tunda
Azril Hasna,positive,2023-07-19 11:10:00,shoope lelet banget kirim barang nya udah chat toko nya toko nya tunggu update an aplikasi nya tolong shope baru beli tunggu update status kirim nya kalo bayar cod tolong baik ,shoope lelet banget kirim barang nya udah chat toko nya toko nya tunggu update an aplikasi nya tolong shope beli tunggu update status kirim nya kalo bayar cod tolong
Ikan Hiaas,positive,2023-07-19 08:15:00,aplikasi jual beli bagus karna cod bayar tempat pokok puas dehh bannyak produk produk aman lengkap ,aplikasi jual beli bagus karna cod bayar pokok puas dehh bannyak produk produk aman lengkap
I Dewa Gede Eka Putra (Dode Adhi),negative,2023-07-18 22:02:00,makan jelek layan shopee order cod kerjasama expedisi bagus return barang pemberitahuan customer tolong admin evaluasi lg mana kendala yg atas thanks,makan jelek layan shopee order cod kerjasama expedisi bagus return barang pemberitahuan customer tolong admin evaluasi lg kendala yg thanks
aa.ridwan aa.firdaus,negative,2023-07-18 17:17:00,masuk akun shopee susah ganti hp coba scan barcode nggak wa,masuk akun shopee susah ganti hp coba scan barcode nggak wa
Marl Hafeys,negative,2023-07-18 17:13:00,banget transaksi gagal bayar via barcode lumayan kali kali coba tetep gagal,banget transaksi gagal bayar via barcode lumayan kali kali coba tetep gagal
Sasa Vita,negative,2023-07-18 01:04:00,sebener nya aplikasi shopee bagus promo akhir2 paket jd lambat dateng paket ku udah minggu an dri tanggal estimasi terima jne emang parahh lemottt dn lokasi paket gak jelas mending kalok cod nyari barang toko uang udah tf woy dn barang udah pake tugas sekolah bener2 kecewa si,sebener nya aplikasi shopee bagus promo paket jd lambat dateng paket ku udah minggu an dri tanggal estimasi terima jne emang parahh lemottt dn lokasi paket gak mending kalok cod nyari barang toko uang udah tf woy dn barang udah pake tugas sekolah bener kecewa si
Valend Pebriantara,negative,2023-07-18 00:10:00,bug blank buka apa paham alami programer harga harap programmer shopee selesai bug programmer shopee semangat serah musuh utama bug coding kalah bug ganggu kawan,bug blank buka paham alami programer harga harap programmer shopee selesai bug programmer shopee semangat serah musuh utama bug coding kalah bug ganggu kawan
Fatma Dewi,positive,2023-07-17 17:08:00,dear shopee lupa password coba login pakai nomor hp masuk nomor otp stel ulang password tpi pas login ngga krna login scan barcode dlu gimana login scan barcode login scan barcode mw scan barcode login edit selesai ya terima kasih shopee tindak cepat mensolve,dear shopee lupa password coba login pakai nomor hp masuk nomor otp stel ulang password tpi pas login ngga krna login scan barcode dlu gimana login scan barcode login scan barcode mw scan barcode login edit selesai ya terima kasih shopee tindak cepat mensolve
hendy sahertian,positive,2023-07-17 06:37:00,alam shoping by shopee senang fasilitas spaylater susah aktifasinya fasilitas via platform spt kredivo kredit via bca non kartu kredit dg kredit card susah gagal daftar kartu bayar paylater bayar dg cicil gagal  tambah alam belanja hambat kuantitas kualitas kurang krn belanja dg cod ,alam shoping by shopee senang fasilitas spaylater susah aktifasinya fasilitas via platform spt kredivo kredit via bca non kartu kredit dg kredit card susah gagal daftar kartu bayar paylater bayar dg cicil gagal alam belanja hambat kuantitas kualitas krn belanja dg cod
Ali Abdulfattah,negative,2023-07-17 04:15:00,ganti ponsel login akun shopee aplikasi scan qr code gimana gka masuk akal sken pake sope ruruh login login suruh scan kacau dah,ganti ponsel login akun shopee aplikasi scan qr code gimana gka masuk akal sken pake sope ruruh login login suruh scan kacau dah
Zabin Fikidp,negative,2023-07-15 14:15:00,puruk aplikasi shopeesetiap sen makan pas bayar pakai shopeepay gak alasanjaringanpadahal jaring bagus kalo sen makan cod langsung cepet biar bayar pakai shopepay ngisi pake duit kecewa,puruk aplikasi shopeesetiap sen makan pas bayar pakai shopeepay gak alasanjaringanpadahal jaring bagus kalo sen makan cod langsung cepet biar bayar pakai shopepay ngisi pake duit kecewa
siska hendrayati,positive,2023-07-15 08:48:00,puas belanja barang apa shope terimakasih tahan promosi ongkir gratis cod nya langgan setia pilih toko seller slalu amanah gercep pokok sukses terimakasih shope ,puas belanja barang shope terimakasih tahan promosi ongkir gratis cod nya langgan setia pilih toko seller slalu amanah gercep pokok sukses terimakasih shope
unsir lukman,positive,2023-07-15 08:24:00,belanja soppe aman pay liter susah tuju akhirya belanja cod,belanja soppe aman pay liter susah tuju akhirya belanja cod
Wandha Mikha,negative,2023-07-15 04:38:00,shopee bener bener payah jnt kerjasama belanja barang jnt kembali karna salah pikak shopee expedisi shopee lelet ampun 1 toko yg g cod iklan shopee cod cuman dar iklan,shopee bener bener payah jnt kerjasama belanja barang jnt karna salah pikak shopee expedisi shopee lelet ampun toko yg g cod iklan shopee cod cuman dar iklan
uchiha obito,negative,2023-07-14 10:43:00,seller hati2 transaksi cod barang gk bayar otomatis batal barang digantikosong retur barang jual kena 2 hp d yg sama,seller hati transaksi cod barang gk bayar otomatis batal barang digantikosong retur barang jual kena hp d yg
Teddy Jio,negative,2023-07-14 09:08:00,knapa ya alamat dukung cod alamt x belanja cod bingung blanja jd ganggu ,knapa ya alamat dukung cod alamt x belanja cod bingung blanja jd ganggu
Sulyadi Yadi,negative,2023-07-14 06:06:00,shopee kesini bikin kesel kirim oke aja cs amanah via cod udah 6 belanja return ngk cod tolong baik shopee kirim reguler ,shopee kesini bikin kesel kirim oke aja cs amanah via cod udah belanja return ngk cod tolong shopee kirim reguler
Dwi Cindai,neutral,2023-07-14 04:15:00,knp siihh skarang ngga cod udh diupdate jga wifi nya kenceng tpi ttep ngga cod tlong baik lgi,knp siihh skarang ngga cod udh diupdate jga wifi nya kenceng tpi ttep ngga cod tlong lgi
LeLy Iskandar,negative,2023-07-14 04:02:00,aplikasi udah hapus barang cod sy tdk konfirmasi ekspedisi jt tau2nya udah retur berulang2 kali sy coba lapor shopee tdk jelas kesan sperti dilempar2 komplennya susah banget ekspedisi dikomplennya aja gak kabarin kalo jt udah gak dipake shopee jasa kirim kalo niat download ku download tp mending gak usa deh ,aplikasi udah hapus barang cod sy tdk konfirmasi ekspedisi jt tau udah retur ulang kali sy coba lapor shopee tdk kesan sperti lempar komplennya susah banget ekspedisi dikomplennya aja gak kabarin kalo jt udah gak dipake shopee jasa kirim kalo niat download ku download tp mending gak usa deh
Ayu Irawan,negative,2023-07-14 03:26:00,layan nya sih bagus kendala nya kalo login hp susah masuk pake barcode coba pake barcode tetep gagal payah akun pesan terima estimasi paksa uninstal,layan nya sih bagus kendala nya kalo login hp susah masuk pake barcode coba pake barcode tetep gagal payah akun pesan terima estimasi paksa uninstal
Yunita Suwito,negative,2023-07-14 01:33:00,lot pdhl sdh clear cache clear data dr kmrn kmd login lwt wa spt kmd hr lot parah ga buka clear cache clear data lg kmd login ga bisa2 pdhl hr barang pesan yg sampe ambil sdgkan barang yg ambil cod ambil tmpt yg butuh no pin ,lot pdhl sdh clear cache clear data dr kmrn kmd login lwt wa spt kmd hr lot parah ga buka clear cache clear data lg kmd login ga pdhl hr barang pesan yg sampe ambil sdgkan barang yg ambil cod ambil tmpt yg butuh no pin
Faiza nindhy Maheswari,positive,2023-07-13 09:59:00,belanja shopee alhamdulillah ngga kecewa sii karna ngga mudeng shopee pay alhasil ngga order karna cod ngga pake,belanja shopee alhamdulillah ngga kecewa sii karna ngga mudeng shopee pay alhasil ngga order karna cod ngga pake
mochamad Latif,positive,2023-07-13 04:39:00,kirim nya bagus voucher 1 minta bayar arah ex bayar pakai shopee pay saldo sisa cod dll terimakasih,kirim nya bagus voucher bayar arah ex bayar pakai shopee pay saldo sisa cod dll terimakasih
Ridwan Indris,positive,2023-07-12 11:26:00,shopee tolong tambah metode bayar dana yah ken biar cod melulu kalo bayar dana enak tinggal terima aja tolong kalo update bayar dana kasih bintang 4 kalo dah bayar dana kasih bintang 5 biar enak kalo cod takut lupa paket kalo dana gampang kalo lupa tinggal terima gak bayar ,shopee tolong metode bayar dana yah ken biar cod melulu kalo bayar dana enak tinggal terima aja tolong kalo update bayar dana kasih bintang kalo dah bayar dana kasih bintang biar enak kalo cod takut lupa paket kalo dana gampang kalo lupa tinggal terima gak bayar
Leli Vivo,positive,2023-07-11 12:11:00,bagus sih udh kali kali pesan shopee amanah tpi yg nyaman saat pake voucher yg tdinya cod jdi noncod ngelag tpi munkin trgantung tahan hp lumayan jd sy ksih bintg 5,bagus sih udh kali kali pesan shopee amanah tpi yg nyaman pake voucher yg tdinya cod jdi noncod ngelag tpi munkin trgantung tahan hp lumayan jd sy ksih bintg
Febri Sp,negative,2023-07-10 22:57:00,kuasa pasar penjualantidak usah exspedisi rugi konsumen penjualberapa barang cod yg konsumen kirim retur kuriralasan over load,kuasa pasar penjualantidak exspedisi rugi konsumen penjualberapa barang cod yg konsumen kirim retur kuriralasan over load
Leonardy Ady,positive,2023-07-10 11:40:00,aplikasi bagus alam belanja aplikasi kena tipu toko jual toren harga murah toko bayar atm toko chat wa ngasih board code kirim ulang shopee paytapi alhamdulillah maukarena toko tindak aplikasi,aplikasi bagus alam belanja aplikasi kena tipu toko jual toren harga murah toko bayar atm toko chat wa ngasih board code kirim ulang shopee paytapi alhamdulillah maukarena toko tindak aplikasi
faizal rifai,negative,2023-07-10 11:10:00,selamat tinggal shopee nomer gk login gara2 verifikasi qr code udah coba 2 hape gagal sama2 qr code login hape hapenya reset pabrik yasudahlah aneh banget bisa2nya gw gk login nomer gw mending verifikasi nomer pake telepon trus pake bahasa spanyol ketimbang verifikasi qr code update balas scan qr gk udah scan tpi muter2 gk dm udah lanjur top up aplikasi belah kasih alternatif login,selamat tinggal shopee nomer gk login gara verifikasi qr code udah coba hape gagal qr code login hape hapenya reset pabrik yasudahlah aneh banget gw gk login nomer gw mending verifikasi nomer pake telepon trus pake bahasa spanyol ketimbang verifikasi qr code update balas scan qr gk udah scan tpi muter gk dm udah lanjur top up aplikasi belah kasih alternatif login
Samin Asmad,neutral,2023-07-10 03:11:00,pilih cod bilang nihil nyaman bayar metode cod shopee survei konsumen orang bayar sistem online bank dll update baru pakai sholeh pay lumayan ubah sekian kampung bayar media bank saldo pada,pilih cod bilang nihil nyaman bayar metode cod shopee survei konsumen orang bayar sistem online bank dll update pakai sholeh pay lumayan ubah sekian kampung bayar media bank saldo
Cahayasipahutar27,positive,2023-07-10 02:42:00,barang nya murahkupon gratis ongkirnya cod pokok bagus banget belanja  kadang suka ngelag pas chekout lihat barang,barang nya murahkupon gratis ongkirnya cod pokok bagus banget belanja kadang suka ngelag pas chekout lihat barang
Nita Isnaiti,neutral,2023-07-09 15:08:00,tolong shopee confir bilangin sm kurir antar tolong smpe cod klau km ngambil mna titipin byar lgi jasa nitipnya merekakn byar alas t4 km smpai jangkau tp bukti bsa beli produk dri shopee tolong sekli,tolong shopee confir bilangin sm kurir tolong smpe cod klau km ngambil mna titipin byar lgi jasa nitipnya merekakn byar alas t km smpai jangkau tp bukti bsa beli produk dri shopee tolong sekli
Tisa Aulia,negative,2023-07-08 09:17:00,lot pdalah jaring bnyak shopee smkin ksni lot ngelag lbih bgus titokshop mskipun jrngan sdkit tp lancar live atw beranda jual klo shopee mskpun jrngan stabil full ttep lelet kluar gmbr nya buruk skrng shopee lelet warbiasa jdi mlas belanja shopee proses cod bnyak ambil biaya tangan layan klo tiktokshop gk pke biaya tmbhan,lot pdalah jaring bnyak shopee smkin ksni lot ngelag lbih bgus titokshop mskipun jrngan sdkit tp lancar live atw beranda jual klo shopee mskpun jrngan stabil full ttep lelet kluar gmbr nya buruk skrng shopee lelet warbiasa jdi mlas belanja shopee proses cod bnyak ambil biaya tangan layan klo tiktokshop gk pke biaya tmbhan
Anonymousalivee99,negative,2023-07-08 08:59:00,aplikasi bodohuser akses aplikasi shopee dipermudahkalau tahan klienusernya aplikasi shopeemasak login akun shopee pakai nomor telephone handphone scan qr code handphone lamanomor telephone pindah handphone barumasak pake opsi verifikasi aman ribetharusnya buat opsi mudah userww,aplikasi bodohuser akses aplikasi shopee dipermudahkalau tahan klienusernya aplikasi shopeemasak login akun shopee pakai nomor telephone handphone scan qr code handphone lamanomor telephone pindah handphone barumasak pake opsi verifikasi aman ribetharusnya opsi mudah userww
Farid Nur Rizqi,negative,2023-07-08 04:07:00,sistem udah bayar pake metode bcabarang kirim dibatalin sistem bilang bayarkalo emang bayar barang nya engga kirim kecuali sistem codlah beli pake metode bca bilang bayar,sistem udah bayar pake metode bcabarang kirim dibatalin sistem bilang bayarkalo emang bayar barang nya engga kirim kecuali sistem codlah beli pake metode bca bilang bayar
R W,neutral,2023-07-07 21:44:00,ksni belanja biaya2huhuhu biaya layan cod kena biaya kl dropship kena biaya tangan nya nambah  nominal transaksi biaya tangan nya jasa shopee xpress pakai expedisi 4hari pakai shopee xpress 5hari paket blm,ksni belanja biayahuhuhu biaya layan cod kena biaya kl dropship kena biaya tangan nya nambah nominal transaksi biaya tangan nya jasa shopee xpress pakai expedisi pakai shopee xpress paket blm
Indra Setiawan,positive,2023-07-06 11:24:00,muas pas beli online barang nya overoll bantu orang mager fitur cod enak tinggal nunggu paket dateng bayar,muas pas beli online barang nya overoll bantu orang mager fitur cod enak tinggal nunggu paket dateng bayar
Arina Titami,negative,2023-07-06 11:19:00,belanja saldo check out alih sistem cod pas barang cod an ngiranya udah bayar langsung toko,belanja saldo check out alih sistem cod pas barang cod an ngiranya udah bayar langsung toko
Jhon Hura,negative,2023-07-06 07:30:00,aplikasi nggak pesan barang codan barang kujung jual kirim barang sesuai alamat beli aneh status si beli tolak paket saran sipembeli jemput paket gudang komplain cs nya balas kita komputer kendala transaksi tuntas,aplikasi nggak pesan barang codan barang kujung jual kirim barang sesuai alamat beli aneh status si beli tolak paket saran sipembeli jemput paket gudang komplain cs nya balas komputer kendala transaksi tuntas
Suci Hendriasih,neutral,2023-07-05 18:27:00,ecommerce disukain diri biaya sih udah gitu kalo cod biaya tangan kadang mahal ongkir udah gitu vc free ongkir nya gak dipake udah sesuai beli pengirimandll ,ecommerce disukain biaya sih udah gitu kalo cod biaya tangan kadang mahal ongkir udah gitu vc free ongkir nya gak dipake udah sesuai beli pengirimandll
Yogi Ana,negative,2023-07-04 13:38:00,kirim kacauuuu dah brpa kali paket sya d kembaliin jual alas kurir skali ga hubungin nomor yg tera sampe2 blokir sistem cod sya skarang sya coba tolong shopee baik kirim nya barang yg d tunggu2 d kembaliin lagi kacauuuu emang sya coba aplikasi belah enak2 aja tuh cpt pngirimannya,kirim kacauuuu dah brpa kali paket sya d kembaliin jual alas kurir skali ga hubungin nomor yg tera sampe blokir sistem cod sya skarang sya coba tolong shopee kirim nya barang yg d tunggu d kembaliin kacauuuu emang sya coba aplikasi belah enak aja tuh cpt pngirimannya
Dyan Nurhayati,positive,2023-07-03 11:51:00,lumayan bantu belanja online sayang belanja sistem cod nya batas karna maksimum biasa cod nyaman sistem cod gak alih pembayan apa ribet2 tranfer,lumayan bantu belanja online sayang belanja sistem cod nya batas karna maksimum cod nyaman sistem cod gak alih pembayan ribet tranfer
Naila Naila,positive,2023-07-03 10:58:00,sy senang banget belanja shopee sy kecewa cod sy udah puluh juta sy belanja gara2 kansel 1barang aja cod sy hilang sy kansel barang nya pecah kansel tolong shopee cod sy adain lagi,sy senang banget belanja shopee sy kecewa cod sy udah puluh juta sy belanja gara kansel barang aja cod sy hilang sy kansel barang nya pecah kansel tolong shopee cod sy adain
Wulan Khana,negative,2023-07-03 08:22:00,kurir shopee pelit pulsa gak yg telpon paket klo pergi paket cod kirim jual kecewa pagi sampe sore stabay kurir gak nelpon wa ngabarin anter paket apa payah banget kurir shopee,kurir shopee pelit pulsa gak yg telpon paket klo pergi paket cod kirim jual kecewa pagi sampe sore stabay kurir gak nelpon wa ngabarin anter paket payah banget kurir shopee
Carla Roem,negative,2023-06-22 08:54:00,belanja shopee bagus mohon kerja dgn jasa expedisi yg amanah expedisi jt reguler daerah timika buruk barang sengaja tahan yg beli bibit tanam sistem bayar cod suruh ambil jt nya saran utk wilayah papua pakai expedisi yg rekomended ninja van id,belanja shopee bagus mohon kerja dgn jasa expedisi yg amanah expedisi jt reguler daerah timika buruk barang sengaja tahan yg beli bibit tanam sistem bayar cod suruh ambil jt nya saran utk wilayah papua pakai expedisi yg rekomended ninja van id
Irvan Agustian,positive,2023-06-19 06:47:00,aplikasi belanja yg lengkap bagus sayang krn jadi kecewa dgn proses kirim konfirmasi pribadi barang nyangkut mana skrng bayar cod,aplikasi belanja yg lengkap bagus sayang krn kecewa dgn proses kirim konfirmasi pribadi barang nyangkut skrng bayar cod
Nuria Anggraeni,neutral,2023-06-14 07:46:00,aplikasi shopeenya sih bagus barang harga ramah kantong sedia murah mahal sayang ekspedisi shopee ekspress muas kali sen paket 6x barang antar status aplikasi kirim gagal kembali jual customer rugi sistem cod nonaktif salah pakek ekspedisi jnt jne puas,aplikasi shopeenya sih bagus barang harga ramah kantong sedia murah mahal sayang ekspedisi shopee ekspress muas kali sen paket x barang status aplikasi kirim gagal jual customer rugi sistem cod nonaktif salah pakek ekspedisi jnt jne puas
